Experiment Version,Participant Private ID,Current Spreadsheet,Trial Number,Spreadsheet: pairing,Spreadsheet: modality,Spreadsheet: word-a,Spreadsheet: word-b,Spreadsheet: word-answer,Spreadsheet: meaning-prompt,Spreadsheet: meaning-a,Spreadsheet: meaning-b,Response,Correct,Reaction Time
19.0,13620495.0,condition-2,13.0,v6,visual,v6hh-huNwari.mp4,v6kk-gotugotu.mp4,v6hh-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6hh-huNwari.mp4,1,8009.700000000012
19.0,13620495.0,condition-2,14.0,i8,interoceptive,i8hh-hotto.mp4,i8kk-dokiri.mp4,i8hh-hotto.mp4,with a feeling of relief,with a feeling of relief,"being startled, getting a shock",i8kk-dokiri.mp4,0,8147.499999988067
19.0,13620495.0,condition-2,15.0,a0,auditory,a0hh-gosogoso.mp4,a0kk-katakata.mp4,a0hh-gosogoso.mp4,with a rustling sound,with a rustling sound,"clattering, rattling",a0hh-gosogoso.mp4,1,9650.499999988067
19.0,13620495.0,condition-2,16.0,i0,interoceptive,i0kk-wakuwaku.mp4,i0hh-uNzari.mp4,i0hh-uNzari.mp4,"boredom, tedious, fed up with","excitement, nervous","boredom, tedious, fed up with",i0hh-uNzari.mp4,1,8147.200000005949
19.0,13620495.0,condition-2,17.0,a4,auditory,a4kk-poripori.mp4,a4hh-zuruzuru.mp4,a4hh-zuruzuru.mp4,with a slurp,"munching, crunching",with a slurp,a4kk-poripori.mp4,0,7894.299999982119
19.0,13620495.0,condition-2,18.0,i9,interoceptive,i9kk-dokidoki.mp4,i9hh-yuttari.mp4,i9kk-dokidoki.mp4,with a rapid heartbeat,with a rapid heartbeat,"comfortable, calm, relaxed",i9hh-yuttari.mp4,0,9112.300000005984
19.0,13620495.0,condition-2,19.0,v3,visual,v3kk-hirahira.mp4,v3hh-pitari.mp4,v3kk-hirahira.mp4,"fluttering, dangling","fluttering, dangling","tightly connected, no space in between",v3kk-hirahira.mp4,1,10124.800000000048
19.0,13620495.0,condition-2,20.0,i3,interoceptive,i3kk-iraira.mp4,i3hh-sukkiri.mp4,i3kk-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3kk-iraira.mp4,1,8271.199999988079
19.0,13620495.0,condition-2,21.0,a5,auditory,a5hh-sororisorori.mp4,a5kk-dotabata.mp4,a5kk-dotabata.mp4,"noisily, with heavy feet",slowly and quietly,"noisily, with heavy feet",a5kk-dotabata.mp4,1,11262.900000000023
19.0,13620495.0,condition-2,22.0,i7,interoceptive,i7kk-zokuzoku.mp4,i7hh-hokkori.mp4,i7kk-zokuzoku.mp4,"shivering, feeling chilly","shivering, feeling chilly","feeling warm and fluffy, soft",i7hh-hokkori.mp4,0,8693.499999988067
19.0,13620495.0,condition-2,23.0,a8,auditory,a8hh-bosori.mp4,a8kk-kyaakyaa.mp4,a8hh-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8hh-bosori.mp4,1,8265.40000000596
19.0,13620495.0,condition-2,24.0,i4,interoceptive,i4hh-tyaNto.mp4,i4kk-dogimagi.mp4,i4hh-tyaNto.mp4,"attentive, proper attitude","flurried, nervous","attentive, proper attitude",i4kk-dogimagi.mp4,0,8333.599999982107
19.0,13620495.0,condition-2,25.0,i6,interoceptive,i6kk-girigiri.mp4,i6hh-noNbiri.mp4,i6hh-noNbiri.mp4,"at leisure, in a relaxed manner","at leisure, in a relaxed manner","just barely, at the last moment",i6kk-girigiri.mp4,0,8233.599999999977
19.0,13620495.0,condition-2,26.0,v9,visual,v9kk-bosabosa.mp4,v9hh-mukumuku.mp4,v9kk-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9hh-mukumuku.mp4,0,9240.499999994065
19.0,13620495.0,condition-2,27.0,a2,auditory,a2hh-zyaazyaa.mp4,a2kk-potapota.mp4,a2hh-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2hh-zyaazyaa.mp4,1,7847.499999988067
19.0,13620495.0,condition-2,28.0,a3,auditory,a3hh-ziriziri.mp4,a3kk-syakisyaki.mp4,a3kk-syakisyaki.mp4,"crisp, crunchy","sizzling, oozing","crisp, crunchy",a3kk-syakisyaki.mp4,1,8548.099999999977
19.0,13620495.0,condition-2,29.0,i2,interoceptive,i2kk-ruNruN.mp4,i2hh-syoboN.mp4,i2hh-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2hh-syoboN.mp4,1,7938.799999982119
19.0,13620495.0,condition-2,30.0,v4,visual,v4hh-bissiri.mp4,v4kk-barabara.mp4,v4hh-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4hh-bissiri.mp4,1,8531.400000000023
19.0,13650001.0,condition-3,1.0,i3,interoceptive,i3kh-iraira.mp4,i3hk-sukkiri.mp4,i3kh-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3kh-iraira.mp4,1,23247.099999999977
19.0,13650001.0,condition-3,2.0,v9,visual,v9kh-bosabosa.mp4,v9hk-mukumuku.mp4,v9kh-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9kh-bosabosa.mp4,1,24689.49999999997
19.0,13650001.0,condition-3,3.0,v8,visual,v8hk-marumaru.mp4,v8kh-garigari.mp4,v8hk-marumaru.mp4,"plump, rotund, chubby","plump, rotund, chubby","very skinny, emaciated",v8hk-marumaru.mp4,1,55382.29999999999
19.0,13650001.0,condition-3,4.0,i0,interoceptive,i0kh-wakuwaku.mp4,i0hk-uNzari.mp4,i0hk-uNzari.mp4,"boredom, tedious, fed up with","excitement, nervous","boredom, tedious, fed up with",i0hk-uNzari.mp4,1,24993.5
19.0,13650001.0,condition-3,5.0,a3,auditory,a3kh-syakisyaki.mp4,a3hk-ziriziri.mp4,a3kh-syakisyaki.mp4,"crisp, crunchy","sizzling, oozing","crisp, crunchy",a3kh-syakisyaki.mp4,1,34606.0
19.0,13650001.0,condition-3,6.0,i1,interoceptive,i1kh-gatugatu.mp4,i1hk-geNnari.mp4,i1kh-gatugatu.mp4,"ravenously, greedily","ravenously, greedily","weary, fed up, dejected",i1kh-gatugatu.mp4,1,15220.600000000037
19.0,13650001.0,condition-3,7.0,a8,auditory,a8hk-bosori.mp4,a8kh-kyaakyaa.mp4,a8hk-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8hk-bosori.mp4,1,21157.899999999965
19.0,13650001.0,condition-3,8.0,i8,interoceptive,i8hk-hotto.mp4,i8kh-dokiri.mp4,i8hk-hotto.mp4,with a feeling of relief,"being startled, getting a shock",with a feeling of relief,i8kh-dokiri.mp4,0,19074.49999999994
19.0,13650001.0,condition-3,9.0,i4,interoceptive,i4hk-tyaNto.mp4,i4kh-dogimagi.mp4,i4hk-tyaNto.mp4,"attentive, proper attitude","flurried, nervous","attentive, proper attitude",i4kh-dogimagi.mp4,0,18430.70000000001
19.0,13650001.0,condition-3,10.0,i5,interoceptive,i5kh-harahara.mp4,i5hk-nobinobi.mp4,i5kh-harahara.mp4,"anxious, nervous","anxious, nervous","comfortable, peaceful",i5kh-harahara.mp4,1,24479.399999999965
19.0,13650001.0,condition-3,11.0,a6,auditory,a6hk-dosari.mp4,a6kh-katitto.mp4,a6hk-dosari.mp4,with a thud,"click, snap",with a thud,a6kh-katitto.mp4,0,17574.5
19.0,13650001.0,condition-3,12.0,i2,interoceptive,i2hk-syoboN.mp4,i2kh-ruNruN.mp4,i2hk-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2kh-ruNruN.mp4,0,14377.399999999963
19.0,13650001.0,condition-3,13.0,v6,visual,v6hk-huNwari.mp4,v6kh-gotugotu.mp4,v6hk-huNwari.mp4,"gently, airily, fluffy","gently, airily, fluffy","rugged, scragged, angular",v6hk-huNwari.mp4,1,17257.500000000116
19.0,13650001.0,condition-3,14.0,a2,auditory,a2kh-potapota.mp4,a2hk-zyaazyaa.mp4,a2hk-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2hk-zyaazyaa.mp4,1,36476.80000000005
19.0,13650001.0,condition-3,15.0,a0,auditory,a0hk-gosogoso.mp4,a0kh-katakata.mp4,a0hk-gosogoso.mp4,with a rustling sound,"clattering, rattling",with a rustling sound,a0hk-gosogoso.mp4,1,14159.199999999952
19.0,13650001.0,condition-3,16.0,a5,auditory,a5hk-sororisorori.mp4,a5kh-dotabata.mp4,a5kh-dotabata.mp4,"noisily, with heavy feet",slowly and quietly,"noisily, with heavy feet",a5kh-dotabata.mp4,1,8956.300000000047
19.0,13650001.0,condition-3,17.0,a4,auditory,a4hk-zuruzuru.mp4,a4kh-poripori.mp4,a4hk-zuruzuru.mp4,with a slurp,with a slurp,"munching, crunching",a4hk-zuruzuru.mp4,1,15711.59999999986
19.0,13650001.0,condition-3,18.0,v3,visual,v3hk-pitari.mp4,v3kh-hirahira.mp4,v3kh-hirahira.mp4,"fluttering, dangling","tightly connected, no space in between","fluttering, dangling",v3kh-hirahira.mp4,1,15013.09999999986
19.0,13650001.0,condition-3,19.0,v2,visual,v2hk-doNyori.mp4,v2kh-kirakira.mp4,v2hk-doNyori.mp4,"dark, gloomy","glittering, sparkling","dark, gloomy",v2hk-doNyori.mp4,1,11933.300000000048
19.0,13650001.0,condition-3,20.0,i9,interoceptive,i9kh-dokidoki.mp4,i9hk-yuttari.mp4,i9kh-dokidoki.mp4,with a rapid heartbeat,"comfortable, calm, relaxed",with a rapid heartbeat,i9kh-dokidoki.mp4,1,55779.90000000014
19.0,13650001.0,condition-3,21.0,v0,visual,v0hk-kukkiri.mp4,v0kh-tiratira.mp4,v0hk-kukkiri.mp4,"clearly, distinctly, sharply","flickering, fluttering","clearly, distinctly, sharply",v0hk-kukkiri.mp4,1,39745.5
19.0,13650001.0,condition-3,22.0,a1,auditory,a1hk-sitosito.mp4,a1kh-batyabatya.mp4,a1kh-batyabatya.mp4,splashing,splashing,drizzling,a1hk-sitosito.mp4,0,35679.29999999993
19.0,13650001.0,condition-3,23.0,v7,visual,v7hk-boNyari.mp4,v7kh-kiritto.mp4,v7kh-kiritto.mp4,"crisp appearance, stiffly","dim, faint, indistinct","crisp appearance, stiffly",v7kh-kiritto.mp4,1,19293.100000000093
19.0,13650001.0,condition-3,24.0,i6,interoceptive,i6hk-noNbiri.mp4,i6kh-girigiri.mp4,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner","just barely, at the last moment","at leisure, in a relaxed manner",i6hk-noNbiri.mp4,1,15031.40000000014
19.0,13650001.0,condition-3,25.0,v5,visual,v5hk-busuri.mp4,v5kh-nikoniko.mp4,v5kh-nikoniko.mp4,"smilingly, with a grin","poutingly, displeasure","smilingly, with a grin",v5kh-nikoniko.mp4,1,14199.70000000007
19.0,13650001.0,condition-3,26.0,i7,interoceptive,i7hk-hokkori.mp4,i7kh-zokuzoku.mp4,i7kh-zokuzoku.mp4,"shivering, feeling chilly","feeling warm and fluffy, soft","shivering, feeling chilly",i7hk-hokkori.mp4,0,55061.10000000009
19.0,13650001.0,condition-3,27.0,v1,visual,v1hk-kurikuri.mp4,v1kh-gizagiza.mp4,v1kh-gizagiza.mp4,"jagged, serrated",big and round,"jagged, serrated",v1kh-gizagiza.mp4,1,14528.70000000007
19.0,13650001.0,condition-3,28.0,v4,visual,v4kh-barabara.mp4,v4hk-bissiri.mp4,v4hk-bissiri.mp4,"closely lined up, densely","closely lined up, densely","scattered, in pieces",v4hk-bissiri.mp4,1,29388.900000000023
19.0,13650001.0,condition-3,29.0,a7,auditory,a7hk-dosidosi.mp4,a7kh-gisigisi.mp4,a7kh-gisigisi.mp4,"with a creak, squeak","with a creak, squeak","tramping, stomping",a7kh-gisigisi.mp4,1,21359.70000000007
19.0,13650001.0,condition-3,30.0,a9,auditory,a9kh-sakutto.mp4,a9hk-mogomogo.mp4,a9kh-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kh-sakutto.mp4,1,17240.899999999907
20.0,13715041.0,condition-3,1.0,v8,visual,v8kh-garigari.mp4,v8hk-marumaru.mp4,v8hk-marumaru.mp4,"plump, rotund, chubby","plump, rotund, chubby","very skinny, emaciated",v8hk-marumaru.mp4,1,24419.499999952317
20.0,13715041.0,condition-3,2.0,i0,interoceptive,i0kh-wakuwaku.mp4,i0hk-uNzari.mp4,i0hk-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0kh-wakuwaku.mp4,0,37267.79999997615
20.0,13715041.0,condition-3,3.0,i5,interoceptive,i5hk-nobinobi.mp4,i5kh-harahara.mp4,i5kh-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5kh-harahara.mp4,1,25055.20000000001
20.0,13715041.0,condition-3,4.0,v7,visual,v7kh-kiritto.mp4,v7hk-boNyari.mp4,v7kh-kiritto.mp4,"crisp appearance, stiffly","dim, faint, indistinct","crisp appearance, stiffly",v7hk-boNyari.mp4,0,17177.899999976158
20.0,13715041.0,condition-3,5.0,v9,visual,v9hk-mukumuku.mp4,v9kh-bosabosa.mp4,v9kh-bosabosa.mp4,"ruffled, disheveled","ruffled, disheveled","billowing, plump",v9kh-bosabosa.mp4,1,8383.399999999994
20.0,13715041.0,condition-3,6.0,v5,visual,v5hk-busuri.mp4,v5kh-nikoniko.mp4,v5kh-nikoniko.mp4,"smilingly, with a grin","smilingly, with a grin","poutingly, displeasure",v5kh-nikoniko.mp4,1,15353.499999988067
20.0,13715041.0,condition-3,7.0,a5,auditory,a5hk-sororisorori.mp4,a5kh-dotabata.mp4,a5kh-dotabata.mp4,"noisily, with heavy feet",slowly and quietly,"noisily, with heavy feet",a5kh-dotabata.mp4,1,29714.899999999998
20.0,13715041.0,condition-3,8.0,i2,interoceptive,i2kh-ruNruN.mp4,i2hk-syoboN.mp4,i2hk-syoboN.mp4,"downhearted, dejected","downhearted, dejected","happy, elated, euphoric",i2hk-syoboN.mp4,1,7204.299999964249
20.0,13715041.0,condition-3,9.0,a8,auditory,a8hk-bosori.mp4,a8kh-kyaakyaa.mp4,a8hk-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8hk-bosori.mp4,1,19996.499999976164
20.0,13715041.0,condition-3,10.0,v1,visual,v1hk-kurikuri.mp4,v1kh-gizagiza.mp4,v1kh-gizagiza.mp4,"jagged, serrated",big and round,"jagged, serrated",v1hk-kurikuri.mp4,0,11742.400000000023
20.0,13715041.0,condition-3,11.0,i7,interoceptive,i7kh-zokuzoku.mp4,i7hk-hokkori.mp4,i7kh-zokuzoku.mp4,"shivering, feeling chilly","feeling warm and fluffy, soft","shivering, feeling chilly",i7hk-hokkori.mp4,0,13095.899999976158
20.0,13715041.0,condition-3,12.0,a3,auditory,a3hk-ziriziri.mp4,a3kh-syakisyaki.mp4,a3kh-syakisyaki.mp4,"crisp, crunchy","crisp, crunchy","sizzling, oozing",a3hk-ziriziri.mp4,0,25713.70000000001
20.0,13715041.0,condition-3,13.0,a9,auditory,a9kh-sakutto.mp4,a9hk-mogomogo.mp4,a9kh-sakutto.mp4,with a crunch,with a crunch,"mumbling, chewing",a9kh-sakutto.mp4,1,19882.099999999977
20.0,13715041.0,condition-3,14.0,a1,auditory,a1hk-sitosito.mp4,a1kh-batyabatya.mp4,a1kh-batyabatya.mp4,splashing,drizzling,splashing,a1kh-batyabatya.mp4,1,15519.19999998808
20.0,13715041.0,condition-3,15.0,i4,interoceptive,i4kh-dogimagi.mp4,i4hk-tyaNto.mp4,i4hk-tyaNto.mp4,"attentive, proper attitude","flurried, nervous","attentive, proper attitude",i4hk-tyaNto.mp4,1,15320.299999964249
20.0,13715041.0,condition-3,16.0,a7,auditory,a7hk-dosidosi.mp4,a7kh-gisigisi.mp4,a7kh-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kh-gisigisi.mp4,1,13346.49999996426
20.0,13715041.0,condition-3,17.0,i9,interoceptive,i9hk-yuttari.mp4,i9kh-dokidoki.mp4,i9kh-dokidoki.mp4,with a rapid heartbeat,with a rapid heartbeat,"comfortable, calm, relaxed",i9hk-yuttari.mp4,0,16145.599999999977
20.0,13715041.0,condition-3,18.0,a4,auditory,a4kh-poripori.mp4,a4hk-zuruzuru.mp4,a4hk-zuruzuru.mp4,with a slurp,with a slurp,"munching, crunching",a4hk-zuruzuru.mp4,1,19414.39999997616
20.0,13715041.0,condition-3,19.0,i6,interoceptive,i6hk-noNbiri.mp4,i6kh-girigiri.mp4,i6hk-noNbiri.mp4,"at leisure, in a relaxed manner","at leisure, in a relaxed manner","just barely, at the last moment",i6kh-girigiri.mp4,0,27389.399999964226
20.0,13715041.0,condition-3,20.0,a0,auditory,a0kh-katakata.mp4,a0hk-gosogoso.mp4,a0hk-gosogoso.mp4,with a rustling sound,with a rustling sound,"clattering, rattling",a0hk-gosogoso.mp4,1,15616.400000000023
20.0,13715041.0,condition-3,21.0,i8,interoceptive,i8kh-dokiri.mp4,i8hk-hotto.mp4,i8hk-hotto.mp4,with a feeling of relief,with a feeling of relief,"being startled, getting a shock",i8kh-dokiri.mp4,0,41298.89999995229
20.0,13715041.0,condition-3,22.0,i1,interoceptive,i1hk-geNnari.mp4,i1kh-gatugatu.mp4,i1kh-gatugatu.mp4,"ravenously, greedily","weary, fed up, dejected","ravenously, greedily",i1kh-gatugatu.mp4,1,19598.49999996426
20.0,13715041.0,condition-3,23.0,a6,auditory,a6kh-katitto.mp4,a6hk-dosari.mp4,a6hk-dosari.mp4,with a thud,with a thud,"click, snap",a6kh-katitto.mp4,0,16493.59999997611
20.0,13715041.0,condition-3,24.0,v3,visual,v3kh-hirahira.mp4,v3hk-pitari.mp4,v3kh-hirahira.mp4,"fluttering, dangling","fluttering, dangling","tightly connected, no space in between",v3hk-pitari.mp4,0,24315.99999997613
20.0,13715041.0,condition-3,25.0,v4,visual,v4hk-bissiri.mp4,v4kh-barabara.mp4,v4hk-bissiri.mp4,"closely lined up, densely","closely lined up, densely","scattered, in pieces",v4kh-barabara.mp4,0,15491.900000000023
20.0,13715041.0,condition-3,26.0,i3,interoceptive,i3hk-sukkiri.mp4,i3kh-iraira.mp4,i3kh-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3hk-sukkiri.mp4,0,13197.499999999884
20.0,13715041.0,condition-3,27.0,a2,auditory,a2hk-zyaazyaa.mp4,a2kh-potapota.mp4,a2hk-zyaazyaa.mp4,noisily gushing,noisily gushing,"dripping, trickling",a2hk-zyaazyaa.mp4,1,17786.699999999953
20.0,13715041.0,condition-3,28.0,v6,visual,v6kh-gotugotu.mp4,v6hk-huNwari.mp4,v6hk-huNwari.mp4,"gently, airily, fluffy","rugged, scragged, angular","gently, airily, fluffy",v6kh-gotugotu.mp4,0,17677.79999999993
20.0,13715041.0,condition-3,29.0,v2,visual,v2kh-kirakira.mp4,v2hk-doNyori.mp4,v2hk-doNyori.mp4,"dark, gloomy","glittering, sparkling","dark, gloomy",v2hk-doNyori.mp4,1,13364.999999976137
20.0,13715041.0,condition-3,30.0,v0,visual,v0kh-tiratira.mp4,v0hk-kukkiri.mp4,v0hk-kukkiri.mp4,"clearly, distinctly, sharply","clearly, distinctly, sharply","flickering, fluttering",v0hk-kukkiri.mp4,1,18969.29999996419
20.0,13729465.0,condition-1,1.0,a3,auditory,a3kd-syakisyaki.mp4,a3hu-ziriziri.mp4,a3kd-syakisyaki.mp4,"crisp, crunchy","crisp, crunchy","sizzling, oozing",a3kd-syakisyaki.mp4,1,24535.59999997617
20.0,13729465.0,condition-1,2.0,v5,visual,v5kd-nikoniko.mp4,v5hu-busuri.mp4,v5kd-nikoniko.mp4,"smilingly, with a grin","poutingly, displeasure","smilingly, with a grin",v5hu-busuri.mp4,0,16043.100000000037
20.0,13729465.0,condition-1,3.0,v9,visual,v9hu-mukumuku.mp4,v9kd-bosabosa.mp4,v9kd-bosabosa.mp4,"ruffled, disheveled","billowing, plump","ruffled, disheveled",v9hu-mukumuku.mp4,0,35972.99999992846
20.0,13729465.0,condition-1,4.0,i4,interoceptive,i4hu-tyaNto.mp4,i4kd-dogimagi.mp4,i4hu-tyaNto.mp4,"attentive, proper attitude","flurried, nervous","attentive, proper attitude",i4hu-tyaNto.mp4,1,41187.99999992846
20.0,13729465.0,condition-1,5.0,a1,auditory,a1hu-sitosito.mp4,a1kd-batyabatya.mp4,a1kd-batyabatya.mp4,splashing,splashing,drizzling,a1hu-sitosito.mp4,0,44955.49999999994
20.0,13729465.0,condition-1,6.0,v8,visual,v8kd-garigari.mp4,v8hu-marumaru.mp4,v8hu-marumaru.mp4,"plump, rotund, chubby","very skinny, emaciated","plump, rotund, chubby",v8hu-marumaru.mp4,1,42569.89999995229
20.0,13729465.0,condition-1,7.0,a5,auditory,a5hu-sororisorori.mp4,a5kd-dotabata.mp4,a5kd-dotabata.mp4,"noisily, with heavy feet","noisily, with heavy feet",slowly and quietly,a5hu-sororisorori.mp4,0,24060.399999952293
20.0,13729465.0,condition-1,8.0,v0,visual,v0kd-tiratira.mp4,v0hu-kukkiri.mp4,v0hu-kukkiri.mp4,"clearly, distinctly, sharply","clearly, distinctly, sharply","flickering, fluttering",v0kd-tiratira.mp4,0,26576.699999928474
20.0,13729465.0,condition-1,9.0,a9,auditory,a9kd-sakutto.mp4,a9hu-mogomogo.mp4,a9kd-sakutto.mp4,with a crunch,"mumbling, chewing",with a crunch,a9kd-sakutto.mp4,1,39110.29999999999
20.0,13729465.0,condition-1,10.0,i9,interoceptive,i9kd-dokidoki.mp4,i9hu-yuttari.mp4,i9kd-dokidoki.mp4,with a rapid heartbeat,with a rapid heartbeat,"comfortable, calm, relaxed",i9kd-dokidoki.mp4,1,23702.20000002382
20.0,13729465.0,condition-1,11.0,i2,interoceptive,i2hu-syoboN.mp4,i2kd-ruNruN.mp4,i2hu-syoboN.mp4,"downhearted, dejected","happy, elated, euphoric","downhearted, dejected",i2kd-ruNruN.mp4,0,14940.199999928474
20.0,13729465.0,condition-1,12.0,a7,auditory,a7hu-dosidosi.mp4,a7kd-gisigisi.mp4,a7kd-gisigisi.mp4,"with a creak, squeak","tramping, stomping","with a creak, squeak",a7kd-gisigisi.mp4,1,28494.10000002384
20.0,13729465.0,condition-1,13.0,i1,interoceptive,i1kd-gatugatu.mp4,i1hu-geNnari.mp4,i1kd-gatugatu.mp4,"ravenously, greedily","weary, fed up, dejected","ravenously, greedily",i1kd-gatugatu.mp4,1,27892.400000000023
20.0,13729465.0,condition-1,14.0,a6,auditory,a6hu-dosari.mp4,a6kd-katitto.mp4,a6hu-dosari.mp4,with a thud,"click, snap",with a thud,a6hu-dosari.mp4,1,14947.699999928474
20.0,13729465.0,condition-1,15.0,a2,auditory,a2kd-potapota.mp4,a2hu-zyaazyaa.mp4,a2hu-zyaazyaa.mp4,noisily gushing,"dripping, trickling",noisily gushing,a2hu-zyaazyaa.mp4,1,21804.699999928474
20.0,13729465.0,condition-1,16.0,i7,interoceptive,i7kd-zokuzoku.mp4,i7hu-hokkori.mp4,i7kd-zokuzoku.mp4,"shivering, feeling chilly","shivering, feeling chilly","feeling warm and fluffy, soft",i7hu-hokkori.mp4,0,31221.099999928498
20.0,13729465.0,condition-1,17.0,i5,interoceptive,i5hu-nobinobi.mp4,i5kd-harahara.mp4,i5kd-harahara.mp4,"anxious, nervous","comfortable, peaceful","anxious, nervous",i5kd-harahara.mp4,1,21742.09999997611
20.0,13729465.0,condition-1,18.0,v7,visual,v7hu-boNyari.mp4,v7kd-kiritto.mp4,v7kd-kiritto.mp4,"crisp appearance, stiffly","crisp appearance, stiffly","dim, faint, indistinct",v7kd-kiritto.mp4,1,62591.000000023865
20.0,13729465.0,condition-1,19.0,a8,auditory,a8hu-bosori.mp4,a8kd-kyaakyaa.mp4,a8hu-bosori.mp4,"in a whisper, in a murmur","in a whisper, in a murmur","shrieking, squealing",a8hu-bosori.mp4,1,11850.099999999977
20.0,13729465.0,condition-1,20.0,i6,interoceptive,i6kd-girigiri.mp4,i6hu-noNbiri.mp4,i6hu-noNbiri.mp4,"at leisure, in a relaxed manner","at leisure, in a relaxed manner","just barely, at the last moment",i6hu-noNbiri.mp4,1,21558.099999952363
20.0,13729465.0,condition-1,21.0,a0,auditory,a0hu-gosogoso.mp4,a0kd-katakata.mp4,a0hu-gosogoso.mp4,with a rustling sound,"clattering, rattling",with a rustling sound,a0hu-gosogoso.mp4,1,25231.29999992845
20.0,13729465.0,condition-1,22.0,i0,interoceptive,i0hu-uNzari.mp4,i0kd-wakuwaku.mp4,i0hu-uNzari.mp4,"boredom, tedious, fed up with","boredom, tedious, fed up with","excitement, nervous",i0hu-uNzari.mp4,1,33856.0999999285
20.0,13729465.0,condition-1,23.0,v6,visual,v6hu-huNwari.mp4,v6kd-gotugotu.mp4,v6hu-huNwari.mp4,"gently, airily, fluffy","rugged, scragged, angular","gently, airily, fluffy",v6hu-huNwari.mp4,1,13611.699999976205
20.0,13729465.0,condition-1,24.0,a4,auditory,a4hu-zuruzuru.mp4,a4kd-poripori.mp4,a4hu-zuruzuru.mp4,with a slurp,"munching, crunching",with a slurp,a4hu-zuruzuru.mp4,1,55524.90000000002
20.0,13729465.0,condition-1,25.0,v2,visual,v2hu-doNyori.mp4,v2kd-kirakira.mp4,v2hu-doNyori.mp4,"dark, gloomy","glittering, sparkling","dark, gloomy",v2hu-doNyori.mp4,1,31654.99999997613
20.0,13729465.0,condition-1,26.0,i3,interoceptive,i3kd-iraira.mp4,i3hu-sukkiri.mp4,i3kd-iraira.mp4,"to get irritated, annoyed","refreshingly, with a feeling fo relief","to get irritated, annoyed",i3kd-iraira.mp4,1,24888.09999997611
20.0,13729465.0,condition-1,27.0,v3,visual,v3hu-pitari.mp4,v3kd-hirahira.mp4,v3kd-hirahira.mp4,"fluttering, dangling","tightly connected, no space in between","fluttering, dangling",v3kd-hirahira.mp4,1,24759.59999999986
20.0,13729465.0,condition-1,28.0,v4,visual,v4kd-barabara.mp4,v4hu-bissiri.mp4,v4hu-bissiri.mp4,"closely lined up, densely","scattered, in pieces","closely lined up, densely",v4hu-bissiri.mp4,1,26696.89999995241
20.0,13729465.0,condition-1,29.0,i8,interoceptive,i8hu-hotto.mp4,i8kd-dokiri.mp4,i8hu-hotto.mp4,with a feeling of relief,"being startled, getting a shock",with a feeling of relief,i8kd-dokiri.mp4,0,25135.800000023795
